host_id,name,price,host_is_superhost,neighbourhood,host_name,beds,review_scores_rating
210222551,Home in Vancouver · ★4.97 · 1 bedroom · 1 bed · 1 private bath,$90.00,t,"Vancouver, British Columbia, Canada",Dona And Fred,1.0,4.97
238308886,Rental unit in Vancouver · ★4.73 · 1 bedroom · 1 bed · 1 bath,$125.00,t,"Vancouver, British Columbia, Canada",Terry,1.0,4.73
21152852,Rental unit in Vancouver · 1 bedroom · 1 bed · 1 bath,$152.00,f,"Vancouver, British Columbia, Canada",Mohammad,1.0,5.0
52607131,Condo in Vancouver · ★4.95 · 2 bedrooms · 3 beds · 2 baths,$227.00,t,"Vancouver, British Columbia, Canada",Jayme,3.0,4.95
248226743,Home in Vancouver · ★4.63 · 2 bedrooms · 2 beds · 1 bath,$119.00,f,"Vancouver, British Columbia, Canada",Jag,2.0,4.63
1413457,Home in Vancouver · ★4.75 · 1 bedroom · 1 bed · 1 private bath,$60.00,t,"Vancouver, British Columbia, Canada",Lori,1.0,4.75
246891053,Home in Vancouver · ★4.95 · 2 bedrooms · 2 beds · 1.5 baths,$249.00,t,"Vancouver, British Columbia, Canada",Fern,2.0,4.95
13892350,Guest suite in Vancouver · ★4.89 · 1 bedroom · 2 beds · 1 bath,$101.00,t,"Vancouver, British Columbia, Canada",Susan & Joe,2.0,4.89
1880385,Guest suite in Vancouver · ★4.97 · 1 bedroom · 1 bed · 1 bath,$115.00,t,"Vancouver, British Columbia, Canada",Alison,1.0,4.97
249098528,Guesthouse in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 bath,$214.00,f,"Vancouver, British Columbia, Canada",Bob,1.0,5.0
249718766,Condo in Vancouver · ★4.80 · 2 bedrooms · 3 beds · 2 baths,$287.00,t,"Vancouver, British Columbia, Canada",Yuliya,3.0,4.8
77791451,Home in Vancouver · ★4.94 · 4 bedrooms · 5 beds · 2 baths,$400.00,t,"Vancouver, British Columbia, Canada",Leah,5.0,4.94
250216111,Home in Vancouver · ★4.90 · 1 bedroom · 1 bed · 2 shared baths,$65.00,f,"Vancouver, British Columbia, Canada",Lee,1.0,4.9
166303221,Condo in Vancouver · ★4.80 · 1 bedroom · 1 bed · 1 bath,$104.00,t,"Vancouver, British Columbia, Canada",Coco,1.0,4.8
120651321,Condo in Vancouver · ★5.0 · 2 bedrooms · 2 beds · 2 baths,$199.00,f,"Vancouver, British Columbia, Canada",Cheri,2.0,5.0
194946655,Rental unit in Vancouver · 1 bedroom · 1 bed · 1 bath,$319.00,f,"Vancouver, British Columbia, Canada",Hugo,1.0,5.0
49806753,Home in Vancouver · ★4.88 · 5 bedrooms · 7 beds · 4 baths,$230.00,f,"Vancouver, British Columbia, Canada",Ping,7.0,4.88
251613897,Guest suite in Vancouver · ★4.55 · 2 bedrooms · 2 beds · 1 bath,$84.00,f,"Vancouver, British Columbia, Canada",Roy And Jun,2.0,4.55
7431989,Rental unit in Vancouver · ★4.97 · 1 bedroom · 1 bed · 1 bath,$160.00,t,"Vancouver, British Columbia, Canada",Wendi,1.0,4.97
212146549,Guest suite in Vancouver · ★4.72 · 3 bedrooms · 3 beds · 1 bath,$131.00,t,"Vancouver, British Columbia, Canada",Sam,3.0,4.72
166475282,Guest suite in Vancouver · ★4.77 · 1 bedroom · 1 bed · 1 bath,$66.00,t,"Vancouver, British Columbia, Canada",Lori,1.0,4.77
250216111,Home in Vancouver · ★4.82 · 1 bedroom · 1 bed · 2 shared baths,$65.00,f,"Vancouver, British Columbia, Canada",Lee,1.0,4.82
252855347,Home in Vancouver · ★4.79 · 2 bedrooms · 2 beds · 1 bath,$175.00,f,"Vancouver, British Columbia, Canada",Ayse,2.0,4.79
238308886,Condo in Vancouver · ★4.40 · 1 bedroom · 1 bed · 1 bath,$125.00,t,"Vancouver, British Columbia, Canada",Terry,1.0,4.4
238308886,Rental unit in Vancouver · ★4.80 · 1 bedroom · 1 bed · 1 bath,$125.00,t,"Vancouver, British Columbia, Canada",Terry,1.0,4.8
8903753,Townhouse in Vancouver · ★4.55 · 3 bedrooms · 3 beds · 3.5 baths,$357.00,f,"Vancouver, British Columbia, Canada",Judy,3.0,4.55
9016662,Condo in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 bath,$119.00,f,"Vancouver, British Columbia, Canada",Nicole,1.0,5.0
19846624,Condo in Vancouver · 1 bedroom · 1 bed · 1 bath,$150.00,f,"Vancouver, British Columbia, Canada",Jenny,1.0,5.0
253378911,Home in Vancouver · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,$45.00,f,"Vancouver, British Columbia, Canada",Won,1.0,4.71
253750758,Home in Vancouver · ★4.87 · 2 bedrooms · 2 beds · 2 baths,$179.00,t,"Vancouver, British Columbia, Canada",Adam,2.0,4.87
133313375,Home in Vancouver · ★5.0 · 4 bedrooms · 4 beds · 2 baths,$614.00,f,"Vancouver, British Columbia, Canada",Danny,4.0,5.0
253769318,Condo in Vancouver · ★4.96 · 1 bedroom · 1 bed · 1 bath,$141.00,t,"Vancouver, British Columbia, Canada",Mei,1.0,4.96
57797398,Guest suite in Vancouver · ★4.93 · 3 bedrooms · 3 beds · 1 bath,$204.00,t,"Vancouver, British Columbia, Canada",Mandy,3.0,4.93
254332984,Guest suite in Vancouver · ★4.85 · 1 bedroom · 1 bed · 1 bath,$77.00,t,"Vancouver, British Columbia, Canada",I-Chant,1.0,4.85
48349926,Rental unit in Vancouver · ★4.87 · 1 bedroom · 1 bed · 1 bath,$200.00,t,"Vancouver, British Columbia, Canada",Danil,1.0,4.87
8356665,Condo in Vancouver · ★4.94 · 1 bedroom · 1 bed · 1 bath,$220.00,f,"Vancouver, British Columbia, Canada",J C,1.0,4.94
253750758,Home in Vancouver · ★4.89 · 1 bedroom · 1 bed · 2 shared baths,$100.00,t,"Vancouver, British Columbia, Canada",Adam,1.0,4.89
255438759,Condo in Vancouver · ★4.77 · 2 bedrooms · 3 beds · 2 baths,$249.00,f,"Vancouver, British Columbia, Canada",Valeriya,3.0,4.77
236816861,Home in Vancouver · ★4.80 · 2 bedrooms · 2 beds · 1 bath,$94.00,t,"Vancouver, British Columbia, Canada",Hui,2.0,4.8
255896919,Guest suite in Vancouver · ★4.68 · 2 bedrooms · 2 beds · 1 bath,$92.00,f,"Vancouver, British Columbia, Canada",Raymond,2.0,4.68
11949961,Home in Vancouver · ★4.92 · 1 bedroom · 1 bed · 1 private bath,$70.00,t,"Vancouver, British Columbia, Canada",Gordon,1.0,4.92
189726827,Villa in Vancouver · ★4.88 · 1 bedroom · 1 bed · 1.5 baths,$129.00,f,"Vancouver, British Columbia, Canada",Xiaoan,1.0,4.88
74806205,Condo in Vancouver · ★5.0 · 2 bedrooms · 3 beds · 1 bath,$365.00,f,"Vancouver, British Columbia, Canada",Adam,3.0,5.0
256382017,Guest suite in Vancouver · ★4.60 · Studio · 2 beds · 1 bath,$99.00,f,"Vancouver, British Columbia, Canada",Russ,2.0,4.6
189726827,Villa in Vancouver · ★4.93 · 1 bedroom · 1 bed · 1.5 baths,$119.00,f,"Vancouver, British Columbia, Canada",Xiaoan,1.0,4.93
30812904,Home in Vancouver · 4 bedrooms · 4 beds · 5.5 baths,"$2,121.00",t,"Vancouver, British Columbia, Canada",Bronwen,4.0,5.0
11225508,Condo in Vancouver · ★4.94 · 2 bedrooms · 2 beds · 2 baths,$152.00,t,"Vancouver, British Columbia, Canada",Shaghayegh,2.0,4.94
20777865,Guest suite in Vancouver · ★4.87 · 2 bedrooms · 3 beds · 1 bath,$127.00,t,"Vancouver, British Columbia, Canada",Steven,3.0,4.87
20978741,Loft in Vancouver · ★4.96 · 1 bedroom · 1 bed · 1 bath,$220.00,f,"Vancouver, British Columbia, Canada",Riley,1.0,4.96
257270069,Villa in Vancouver · ★4.95 · 1 bedroom · 1 bed · 1 bath,$103.00,t,"Vancouver, British Columbia, Canada",Bo,1.0,4.95
30735545,Guest suite in Vancouver · ★4.96 · 1 bedroom · 1 bed · 1 bath,$189.00,t,"Vancouver, British Columbia, Canada",Suzie,1.0,4.96
206873236,Guest suite in Vancouver · ★4.98 · 1 bedroom · 1 bed · 1 bath,$82.00,t,"Vancouver, British Columbia, Canada",Rob,1.0,4.98
117119918,Home in Vancouver · ★3.89 · 1 bedroom · 1 bed · 1 private bath,$52.00,f,"Vancouver, British Columbia, Canada",Kitty,1.0,3.89
257679453,Guest suite in Vancouver · ★4.87 · 1 bedroom · 1 bed · 1 bath,$83.00,t,"Vancouver, British Columbia, Canada",Vivian,1.0,4.87
100126387,Guest suite in Vancouver · ★4.98 · 1 bedroom · 1 bed · 1 bath,$120.00,t,"Vancouver, British Columbia, Canada",Glen,1.0,4.98
4995004,Condo in Vancouver · ★4.96 · 1 bedroom · 1 bed · 1 bath,$124.00,t,"Vancouver, British Columbia, Canada",Kaitlin,1.0,4.96
66121955,Condo in Vancouver · 2 bedrooms · 2 beds · 2.5 baths,$325.00,f,"Vancouver, British Columbia, Canada",Jake,2.0,5.0
258206915,Condo in Vancouver · ★4.76 · 1 bedroom · 3 beds · 1 bath,$153.00,t,"Vancouver, British Columbia, Canada",Gloria,3.0,4.76
253337612,Home in Vancouver · ★4.65 · Studio · 2 beds · 1 bath,$60.00,f,"Vancouver, British Columbia, Canada",Mary,2.0,4.65
258474078,Guest suite in Vancouver · ★4.92 · 1 bedroom · 1 bed · 1 bath,$103.00,f,"Vancouver, British Columbia, Canada",Rachel,1.0,4.92
31240662,Guest suite in Vancouver · ★4.89 · 2 bedrooms · 4 beds · 1 bath,$129.00,t,"Vancouver, British Columbia, Canada",Amy & Greg,4.0,4.89
156460473,Home in Vancouver · ★4.53 · 1 bedroom · 1 bed · 2 shared baths,$29.00,t,"Vancouver, British Columbia, Canada",Ricky,1.0,4.53
62943934,Guest suite in Vancouver · ★4.96 · 3 bedrooms · 3 beds · 2 baths,$170.00,t,"Vancouver, British Columbia, Canada",Steve,3.0,4.96
23356991,Rental unit in Vancouver · ★4.97 · 1 bedroom · 1 bed · 1 private bath,$160.00,t,"Vancouver, British Columbia, Canada",Daisy,1.0,4.97
47136309,Home in Vancouver · ★4.62 · 1 bedroom · 1 bed · 1 bath,$60.00,f,"Vancouver, British Columbia, Canada",Caroline,1.0,4.62
321947,Home in Vancouver · ★4.57 · 1 bedroom · 1 bed · 2 shared baths,$100.00,t,"Vancouver, British Columbia, Canada",Steve,1.0,4.57
321947,Home in Vancouver · ★4.62 · 3 bedrooms · 3 beds · 2 baths,$200.00,t,"Vancouver, British Columbia, Canada",Steve,3.0,4.62
36911833,Condo in Vancouver · ★4.89 · 2 bedrooms · 2 beds · 2 baths,$270.00,t,"Vancouver, British Columbia, Canada",James,2.0,4.89
259293242,Condo in Vancouver · ★4.86 · Studio · 1 bed · 1 bath,$103.00,t,"Vancouver, British Columbia, Canada",Robert,1.0,4.86
210739403,Home in Vancouver · ★4.93 · 1 bedroom · 1 bed · 2 shared baths,$75.00,f,"Vancouver, British Columbia, Canada",Timothy,1.0,4.93
180376660,Rental unit in Vancouver · ★4.96 · 2 bedrooms · 3 beds · 2 baths,$298.00,t,"Vancouver, British Columbia, Canada",Robert,3.0,4.96
141203035,Rental unit in Vancouver · ★4.88 · 1 bedroom · 2 beds · 1 bath,$116.00,t,"Vancouver, British Columbia, Canada",James,2.0,4.88
21979733,Townhouse in Vancouver · ★4.89 · Studio · 1 bed · 1 bath,$183.00,t,"Vancouver, British Columbia, Canada",Gordon,1.0,4.89
67446139,Rental unit in Vancouver · ★4.53 · 1 bedroom · 2 beds · 1 bath,$109.00,f,"Vancouver, British Columbia, Canada",Morgan,2.0,4.53
68773380,Condo in Vancouver · 1 bedroom · 2 beds · 1 bath,$269.00,f,"Vancouver, British Columbia, Canada",Taylor,2.0,4.0
182110861,Villa in Vancouver · ★4.84 · 1 bedroom · 2 beds · 1 private bath,$108.00,t,"Vancouver, British Columbia, Canada",Yannie,2.0,4.84
41746903,Condo in Vancouver · 1 bedroom · 1 bed · 1 bath,$105.00,t,"Vancouver, British Columbia, Canada",Coleen,1.0,5.0
1887496,Guest suite in Vancouver · ★4.72 · 2 bedrooms · 2 beds · 2 baths,$300.00,f,"Vancouver, British Columbia, Canada",Juliette,2.0,4.72
391461580,Home in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 bath,$128.00,f,"Vancouver, British Columbia, Canada",Dinh Vinh,1.0,5.0
57959028,Home in Vancouver · ★4.71 · Studio · 1 bed · 1 bath,$57.00,f,"Vancouver, British Columbia, Canada",Denise,1.0,4.71
199518544,Condo in Vancouver · ★4.86 · 2 bedrooms · 2 beds · 2 baths,$250.00,f,"Vancouver, British Columbia, Canada",Vancouver Home Sweet Home,2.0,4.86
39021349,Home in Vancouver · ★4.56 · 1 bedroom · 1 bed · 1 shared bath,$80.00,f,"Vancouver, British Columbia, Canada",Jane,1.0,4.56
260916083,Guest suite in Vancouver · ★4.96 · 1 bedroom · 1 bed · 1 bath,$106.00,t,"Vancouver, British Columbia, Canada",Michael,1.0,4.96
260918128,Guest suite in Vancouver · ★4.87 · 1 bedroom · 2 beds · 1 bath,$107.00,t,"Vancouver, British Columbia, Canada",Dillon,2.0,4.87
261260061,Home in Vancouver · ★4.85 · 3 bedrooms · 3 beds · 3.5 baths,$198.00,t,"Vancouver, British Columbia, Canada",Yan,3.0,4.85
6773625,Condo in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 bath,$250.00,f,"Vancouver, British Columbia, Canada",Sasha,1.0,5.0
30434492,Home in Vancouver · ★4.90 · 3 bedrooms · 3 beds · 2.5 baths,$441.00,t,"Vancouver, British Columbia, Canada",Anne-Maree,3.0,4.9
25975232,Guest suite in Vancouver · ★4.86 · Studio · 1 bed · 1 bath,$90.00,t,"Vancouver, British Columbia, Canada",Kelvin,1.0,4.86
1536721,Home in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 private bath,$100.00,t,"Vancouver, British Columbia, Canada",Catherine,1.0,5.0
259308579,Home in Vancouver · ★4.33 · 1 bedroom · 1 bed · 1 bath,$92.00,f,"Vancouver, British Columbia, Canada",Lan,1.0,4.33
809844,Condo in Vancouver · ★5.0 · 2 bedrooms · 1 bed · 1 bath,$210.00,f,"Vancouver, British Columbia, Canada",David,1.0,5.0
6152800,Condo in Vancouver · ★5.0 · 2 bedrooms · 2 beds · 2 baths,$241.00,f,"Vancouver, British Columbia, Canada",Roxana,2.0,5.0
262715131,Guest suite in Vancouver · ★4.89 · 1 bedroom · 1 bed · 1 bath,$90.00,t,"Vancouver, British Columbia, Canada",Milly,1.0,4.89
4169999,Townhouse in Vancouver · ★5.0 · 2 bedrooms · 2 beds · 2 baths,$166.00,t,"Vancouver, British Columbia, Canada",Anton,2.0,5.0
263019124,Rental unit in Vancouver · ★4.75 · 1 bedroom · 1 bed · 1 bath,$120.00,f,"Vancouver, British Columbia, Canada",Eddy,1.0,4.75
168217258,Home in Vancouver · ★4.95 · 3 bedrooms · 3 beds · 2 baths,$500.00,t,"Vancouver, British Columbia, Canada",Max,3.0,4.95
263264899,Condo in Vancouver · ★4.85 · 1 bedroom · 2 beds · 1 bath,$116.00,t,"Vancouver, British Columbia, Canada",Michiko,2.0,4.85
189726827,Home in Vancouver · ★4.67 · 2 bedrooms · 3 beds · 1.5 baths,$109.00,f,"Vancouver, British Columbia, Canada",Xiaoan,3.0,4.67
156460473,Home in Vancouver · ★4.21 · 1 bedroom · 1 bed · 1 shared bath,$39.00,t,"Vancouver, British Columbia, Canada",Ricky,1.0,4.21
34464848,Rental unit in Vancouver · ★5.0 · 2 bedrooms · 2 beds · 1 bath,$230.00,f,"Vancouver, British Columbia, Canada",Vicky,2.0,5.0
156460473,Home in Vancouver · ★4.25 · 1 bedroom · 1 bed · 2 shared baths,$25.00,t,"Vancouver, British Columbia, Canada",Ricky,1.0,4.25
154211456,Guest suite in Vancouver · ★5.0 · 2 bedrooms · 6 beds · 1 bath,$125.00,t,"Vancouver, British Columbia, Canada",Lana,6.0,5.0
4292086,Condo in Vancouver · ★5.0 · 2 bedrooms · 2 beds · 2 baths,$183.00,t,"Vancouver, British Columbia, Canada",Anne,2.0,5.0
79137483,Condo in Vancouver · ★4.92 · 2 bedrooms · 3 beds · 2 baths,$170.00,t,"Vancouver, British Columbia, Canada",Sadaf,3.0,4.92
6523532,Guest suite in Vancouver · ★4.91 · 1 bedroom · 2 beds · 1 bath,$110.00,t,"Vancouver, British Columbia, Canada",Leslie,2.0,4.91
262601866,Condo in Vancouver · ★4.92 · 1 bedroom · 1 bed · 1 bath,$132.00,t,"Vancouver, British Columbia, Canada",Savio,1.0,4.92
11917534,Guest suite in Vancouver · ★4.85 · 1 bedroom · 1 bed · 1 bath,$94.00,t,"Vancouver, British Columbia, Canada",Gez & Dani,1.0,4.85
264984269,Home in Vancouver · ★4.79 · 2 bedrooms · 3 beds · 1.5 baths,$218.00,t,"Vancouver, British Columbia, Canada",David,3.0,4.79
62931740,Guest suite in Vancouver · ★4.97 · Studio · 1 bed · 1 bath,$102.00,t,"Vancouver, British Columbia, Canada",Alan,1.0,4.97
33234800,Rental unit in Vancouver · ★4.94 · 1 bedroom · 1 bed · 1 bath,$134.00,f,"Vancouver, British Columbia, Canada",Zenia,1.0,4.94
21857224,Rental unit in Vancouver · ★4.80 · Studio · 1 bed · 1 bath,$50.00,f,"Vancouver, British Columbia, Canada",Max,1.0,4.8
90704424,Home in Vancouver · ★4.86 · 1 bedroom · 1 bed · 1 private bath,$150.00,t,"Vancouver, British Columbia, Canada",Makayla,1.0,4.86
39181323,Rental unit in Vancouver · ★4.83 · 1 bedroom · 1 bed · 1 bath,$188.00,t,"Vancouver, British Columbia, Canada",Isabel,1.0,4.83
265469731,Condo in Vancouver · ★4.71 · 1 bedroom · 2 beds · 1 bath,$155.00,t,"Vancouver, British Columbia, Canada",Jennifer,2.0,4.71
265504225,Guest suite in Vancouver · ★4.85 · 2 bedrooms · 3 beds · 1 bath,$119.00,t,"Vancouver, British Columbia, Canada",Alex,3.0,4.85
75359775,Guest suite in Vancouver · ★4.70 · 1 bedroom · 1 bed · 1 bath,$61.00,f,"Vancouver, British Columbia, Canada",Sophia,1.0,4.7
7074827,Condo in Vancouver · ★5.0 · 2 bedrooms · 3 beds · 2.5 baths,$250.00,t,"Vancouver, British Columbia, Canada",Leanne,3.0,5.0
266567641,Guest suite in Vancouver · ★4.90 · 2 bedrooms · 2 beds · 1 bath,$134.00,t,"Vancouver, British Columbia, Canada",Perry,2.0,4.9
18121575,Rental unit in Vancouver · ★4.85 · 1 bedroom · 1 bed · 1 bath,$140.00,t,"Vancouver, British Columbia, Canada",Soroush (亞明),1.0,4.85
266773135,Condo in Vancouver · ★4.54 · 2 bedrooms · 2 beds · 2 baths,$165.00,f,"Vancouver, British Columbia, Canada",Parvaneh,2.0,4.54
17767330,Home in Vancouver · ★4.76 · 1 bedroom · 1 bed · 2 shared baths,$70.00,f,"Vancouver, British Columbia, Canada",Helen,1.0,4.76
267029490,Rental unit in Vancouver · ★4.82 · 2 bedrooms · 2 beds · 1 bath,$129.00,f,"Vancouver, British Columbia, Canada",Thanasi,2.0,4.82
267034716,Home in Vancouver · ★5.0 · 2 bedrooms · 3 beds · 1.5 baths,$423.00,t,"Vancouver, British Columbia, Canada",Nancy,3.0,5.0
98451868,Guest suite in Vancouver · ★4.88 · 1 bedroom · 1 bed · 1 bath,$168.00,t,"Vancouver, British Columbia, Canada",Rick,1.0,4.88
267639662,Home in Vancouver · ★4.80 · 2 bedrooms · 2 beds · 1.5 baths,$129.00,f,"Vancouver, British Columbia, Canada",Rani,2.0,4.8
205309212,Guest suite in Vancouver · ★4.77 · 2 bedrooms · 2 beds · 1 bath,$111.00,f,"Vancouver, British Columbia, Canada",Jag,2.0,4.77
36835547,Home in Vancouver · ★4.90 · 2 bedrooms · 2 beds · 1.5 baths,$108.00,t,"Vancouver, British Columbia, Canada",Amos,2.0,4.9
50478126,Rental unit in Vancouver · ★4.92 · 1 bedroom · 1 bed · 1 bath,$320.00,f,"Vancouver, British Columbia, Canada",Tatiana,1.0,4.92
267909838,Rental unit in Vancouver · 1 bedroom · 1 bed · 1 bath,$319.00,f,"Vancouver, British Columbia, Canada",Hugo,1.0,5.0
267921588,Rental unit in Vancouver · ★4.84 · 2 bedrooms · 3 beds · 2 baths,$235.00,t,"Vancouver, British Columbia, Canada",Jacob,3.0,4.84
238308886,Condo in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 bath,$125.00,t,"Vancouver, British Columbia, Canada",Terry,1.0,5.0
109944606,Guest suite in Vancouver · ★4.96 · 1 bedroom · 1 bed · 1 bath,$104.00,t,"Vancouver, British Columbia, Canada",Rhonda,1.0,4.96
154459227,Home in Vancouver · 4 bedrooms · 4 beds · 3 baths,$420.00,f,"Vancouver, British Columbia, Canada",James,4.0,5.0
267978632,Guest suite in Vancouver · ★4.95 · 2 bedrooms · 3 beds · 1 bath,$180.00,t,"Vancouver, British Columbia, Canada",Judith,3.0,4.95
268186597,Condo in Vancouver · ★4.69 · 1 bedroom · 3 beds · 1 bath,$320.00,f,"Vancouver, British Columbia, Canada",Mark & Rebecca,3.0,4.69
177374507,Condo in Vancouver · ★4.45 · 2 bedrooms · 3 beds · 1 bath,$129.00,f,"Vancouver, British Columbia, Canada",Milly,3.0,4.45
7155253,Home in Vancouver · ★4.37 · 1 bedroom · 1 bed · 1 shared bath,$45.00,f,"Vancouver, British Columbia, Canada",Karin,1.0,4.37
19748213,Rental unit in Vancouver · ★4.88 · 2 bedrooms · 2 beds · 1 bath,$100.00,t,"Vancouver, British Columbia, Canada",Charlie,2.0,4.88
50938049,Guest suite in Vancouver · ★4.71 · Studio · 1 bed · 1 bath,$102.00,f,"Vancouver, British Columbia, Canada",Stacy,1.0,4.71
69139395,Home in Vancouver · 1 bedroom · 1 bed · 1 shared bath,$42.00,t,"Vancouver, British Columbia, Canada",Lisa Matt,1.0,5.0
269128714,Home in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,$42.00,t,"Vancouver, British Columbia, Canada",Lisa,1.0,5.0
269129683,Condo in Vancouver · ★4.87 · 1 bedroom · 2 beds · 1 bath,$206.00,t,"Vancouver, British Columbia, Canada",Freddie,2.0,4.87
20133146,Condo in Vancouver · ★5.0 · 2 bedrooms · 2 beds · 2 baths,$221.00,t,"Vancouver, British Columbia, Canada",Michael,2.0,5.0
134758907,Condo in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 bath,$120.00,f,"Vancouver, British Columbia, Canada",Vida,1.0,5.0
269390094,Guest suite in Vancouver · ★4.55 · 1 bedroom · 1 bed · 1 bath,$73.00,f,"Vancouver, British Columbia, Canada",Ratna,1.0,4.55
210222551,Home in Vancouver · ★4.90 · 1 bedroom · 1 bed · 1 private bath,$75.00,t,"Vancouver, British Columbia, Canada",Dona And Fred,1.0,4.9
238308886,Condo in Vancouver · ★4.88 · Studio · 1 bed · 1 bath,$110.00,t,"Vancouver, British Columbia, Canada",Terry,1.0,4.88
54116266,Home in Vancouver · ★4.63 · 2 bedrooms · 3 beds · 1 bath,$139.00,f,"Vancouver, British Columbia, Canada",May  晓明,3.0,4.63
270582044,Villa in Vancouver · ★4.62 · 1 bedroom · 1 bed · 1.5 shared baths,$55.00,f,"Vancouver, British Columbia, Canada",Tina,1.0,4.62
177934008,Rental unit in Vancouver · ★5.0 · 1 bedroom · 2 beds · 1 bath,$130.00,t,"Vancouver, British Columbia, Canada",Luis,2.0,5.0
5318774,Guest suite in Vancouver · ★4.80 · 2 bedrooms · 2 beds · 1 bath,$149.00,f,"Vancouver, British Columbia, Canada",Rachel/Daniel,2.0,4.8
270895835,Home in Vancouver · ★4.67 · 6 bedrooms · 10 beds · 3.5 baths,$521.00,f,"Vancouver, British Columbia, Canada",Eugene,10.0,4.67
66465497,Rental unit in West Vancouver · ★4.73 · 1 bedroom · 1 bed · 1 bath,$140.00,f,"West Vancouver, BC , Canada",Sj,1.0,4.73
271096826,Home in Vancouver · 8 bedrooms · 1 bed · 2 shared baths,$40.00,f,"Vancouver, British Columbia, Canada",Joesfina,1.0,4.5
270582044,Home in Vancouver · ★4.37 · 1 bedroom · 1 bed · 1.5 baths,$74.00,f,"Vancouver, British Columbia, Canada",Tina,1.0,4.37
79379,Cottage in Vancouver · ★4.87 · 1 bedroom · 1 bed · 1 bath,$198.00,f,"Vancouver, British Columbia, Canada",Pushpa,1.0,4.87
99742848,Loft in Vancouver · ★4.96 · Studio · 2 beds · 1 bath,$179.00,t,"Vancouver, British Columbia, Canada",Minahil & Mustaali,2.0,4.96
271096826,Home in Vancouver · 13 bedrooms · 1 bed · 2 shared baths,$40.00,f,"Vancouver, British Columbia, Canada",Joesfina,1.0,5.0
70215150,Condo in Vancouver · ★4.84 · 1 bedroom · 2 beds · 1 bath,$115.00,f,"Vancouver, British Columbia, Canada",Natasha,2.0,4.84
238308886,Serviced apartment in Vancouver · ★4.63 · 1 bedroom · 1 bed · 1 bath,$125.00,t,"Vancouver, British Columbia, Canada",Terry,1.0,4.63
191022159,Rental unit in Vancouver · ★4.78 · 1 bedroom · 1 bed · 1 bath,$80.00,t,"Vancouver, British Columbia, Canada",Raphael,1.0,4.78
53171794,Guest suite in Vancouver · ★4.80 · 1 bedroom · 1 bed · 1 bath,$89.00,f,"Vancouver, British Columbia, Canada",Hamad,1.0,4.8
3579758,Home in Vancouver · 3 bedrooms · 3 beds · 2 baths,$200.00,f,"Vancouver, British Columbia, Canada",Melissa,3.0,5.0
13141879,Guest suite in Vancouver · ★4.87 · Studio · 1 bed · 1 bath,$139.00,t,"Vancouver, British Columbia, Canada",Justin,1.0,4.87
273045425,Rental unit in Vancouver · ★4.94 · 1 bedroom · 2 beds · 1 bath,$249.00,t,"Vancouver, British Columbia, Canada",John,2.0,4.94
205530658,Rental unit in Vancouver · ★4.81 · 2 bedrooms · 3 beds · 2 baths,$206.00,t,"Vancouver, British Columbia, Canada",Robin,3.0,4.81
22847334,Guest suite in Vancouver · ★4.91 · 1 bedroom · 1 bed · 1 bath,$79.00,t,"Vancouver, British Columbia, Canada",Jordan,1.0,4.91
2442117,Guest suite in Vancouver · ★4.80 · 2 bedrooms · 2 beds · 1 bath,$257.00,t,"Vancouver, British Columbia, Canada",Serey,2.0,4.8
3037440,Guest suite in Vancouver · ★4.77 · 2 bedrooms · 2 beds · 1 bath,$133.00,f,"Vancouver, British Columbia, Canada",Dawn,2.0,4.77
205375796,Home in Vancouver · ★4.82 · 1 bedroom · 1 bed · 1 private bath,$128.00,t,"Vancouver, British Columbia, Canada",Shuang,1.0,4.82
2738423,Condo in Vancouver · ★4.75 · 1 bedroom · 1 bed · 1 bath,$164.00,f,"Vancouver, British Columbia, Canada",Laurence,1.0,4.75
1705638,Condo in Vancouver · ★4.87 · 2 bedrooms · 1 bed · 1 bath,$177.00,t,"Vancouver, British Columbia, Canada",Gurjot,1.0,4.87
275202115,Home in Vancouver · ★4.71 · 4 bedrooms · 4 beds · 2.5 baths,$400.00,f,"Vancouver, British Columbia, Canada",Jessica,4.0,4.71
95217850,Rental unit in Vancouver · ★4.92 · 1 bedroom · 1 bed · 1 bath,$95.00,f,"Vancouver, British Columbia, Canada",Mauricio,1.0,4.92
2274293,Home in Vancouver · ★4.73 · 4 bedrooms · 4 beds · 2.5 baths,$429.00,f,"Vancouver, British Columbia, Canada",Noam,4.0,4.73
60125799,Condo in Vancouver · ★4.69 · 2 bedrooms · 2 beds · 2 baths,$135.00,f,"Vancouver, British Columbia, Canada",Bohan,2.0,4.69
222863027,Condo in Vancouver · ★4.88 · 1 bedroom · 1 bed · 1 bath,$123.00,t,"Vancouver, British Columbia, Canada",Cindy,1.0,4.88
